City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
97,matara,20,BI,1572937386,73,-3.48,29.48,75.2,4.79
98,wrexham,75,GB,1572937386,87,53.05,-2.99,50.0,9.17
99,kamenka,24,MD,1572937386,75,48.03,28.7,55.0,4.63
100,hithadhoo,42,MV,1572937386,70,-0.6,73.08,82.04,3.56
101,punta alta,75,AR,1572937386,100,-27.46,-55.82,73.4,8.05
102,ruginoasa,0,RO,1572937387,62,47.24,26.85,64.0,4.7
103,jamestown,18,AU,1572937387,22,-33.21,138.6,70.99,14.25
104,kahului,20,US,1572937213,78,20.89,-156.47,77.0,9.48
105,sept-iles,40,CA,1572937205,86,50.2,-66.38,26.6,6.93
106,college,1,US,1572937387,77,64.86,-147.8,12.99,5.82
107,san pedro,1,AR,1572937387,96,-33.68,-59.66,61.0,1.01
108,ust-nera,66,RU,1572937387,98,64.57,143.24,-4.13,3.98
109,guadalupe victoria,91,MX,1572937387,76,21.68,-105.33,82.0,4.79
110,aklavik,20,CA,1572937387,85,68.22,-135.01,10.4,9.26
111,bislig,88,PH,1572937387,73,8.21,126.32,83.34,7.25
112,butaritari,0,KI,1572937387,75,3.07,172.79,84.18,13.62
113,sao joao da barra,0,BR,1572937387,88,-21.64,-41.05,74.71,5.5
114,makakilo city,1,US,1572937320,83,21.35,-158.09,78.8,1.45
115,lebu,56,ET,1572937387,68,8.96,38.73,59.61,2.91
116,tiksi,76,RU,1572937387,94,71.64,128.87,-12.11,2.84
117,villamaria,99,CO,1572937388,95,1.6,-77.18,49.69,4.21
118,puteyets,98,RU,1572937388,87,65.17,57.09,25.3,7.76
119,bambous virieux,40,MU,1572937388,65,-20.34,57.76,81.0,13.87
120,beringovskiy,1,RU,1572937388,86,63.05,179.32,31.1,1.45
121,saskylakh,13,RU,1572937388,96,71.97,114.09,-16.48,4.74
122,parabel,16,RU,1572937388,63,58.71,81.5,24.3,7.92
123,thompson,90,CA,1572937388,78,55.74,-97.86,8.6,5.82
124,albany,90,US,1572937171,53,42.65,-73.75,51.8,14.99
125,kerema,100,PG,1572937388,84,-7.96,145.78,77.52,4.5
126,vestmannaeyjar,75,IS,1572937388,86,63.44,-20.27,37.4,5.82
127,chuy,62,UY,1572937388,95,-33.69,-53.46,57.4,5.79
128,yumen,14,CN,1572937388,24,40.29,97.04,54.16,4.7
129,paita,8,PE,1572937388,83,-5.09,-81.11,64.22,8.05
130,najran,29,SA,1572937388,29,17.54,44.22,77.0,4.7
131,san cristobal,53,HN,1572937389,92,14.68,-86.92,66.07,2.66
132,nishihara,20,JP,1572937389,48,35.74,139.53,69.01,8.05
133,la asuncion,72,AR,1572937389,55,-26.05,-65.39,62.6,4.29
134,vila franca do campo,75,PT,1572937389,63,37.72,-25.43,60.8,5.82
135,norman wells,75,CA,1572937389,85,65.28,-126.83,17.6,11.41
136,sibut,71,CF,1572937389,78,5.73,19.09,74.86,1.16
137,damghan,0,IR,1572937389,36,36.17,54.34,52.86,4.43
138,huangchuan,75,CN,1572937389,72,24.57,102.46,62.6,15.66
139,kijang,0,KR,1572937389,37,35.24,129.21,66.2,10.29
140,airai,0,TL,1572937389,45,-8.93,125.41,82.67,8.5
141,waitati,100,NZ,1572937389,94,-45.75,170.57,53.01,11.01
142,bathsheba,40,BB,1572937389,83,13.22,-59.52,80.6,20.8
143,russell,1,US,1572937389,71,38.9,-98.86,37.4,4.7
144,syracuse,75,US,1572937143,61,43.05,-76.15,52.0,9.17
145,dikson,100,RU,1572937389,84,73.51,80.55,2.37,19.39
146,longyearbyen,20,NO,1572937390,66,78.22,15.63,14.0,11.41
147,fortuna,1,US,1572937390,100,40.6,-124.16,48.2,9.17
148,nanortalik,100,GL,1572937390,96,60.14,-45.24,35.85,14.74
149,carnarvon,94,ZA,1572937390,18,-30.97,22.13,76.98,6.6
150,zapolyarnyy,75,RU,1572937390,92,69.43,30.82,26.6,10.29
151,talara,6,PE,1572937390,90,-4.58,-81.27,65.44,19.15
152,san sebastian,10,GT,1572937390,92,14.56,-91.65,68.94,4.05
153,hofn,100,IS,1572937390,95,64.25,-15.21,34.74,10.42
154,alofi,100,NU,1572937390,83,-19.06,-169.92,69.8,4.7
155,maniitsoq,100,GL,1572937390,63,65.42,-52.9,33.91,4.76
156,marquette,1,US,1572937390,92,46.54,-87.4,33.8,5.82
157,bakchar,0,RU,1572937390,60,57.02,82.07,26.26,3.65
158,buraydah,0,SA,1572937390,83,26.33,43.97,71.6,10.29
159,isangel,75,VU,1572937390,69,-19.55,169.27,78.8,9.17
160,ponta do sol,9,BR,1572937390,89,-20.63,-46.0,68.05,1.72
161,aksu,90,KZ,1572937391,70,52.04,76.93,32.0,6.71
162,lagoa,74,PT,1572937391,87,37.14,-8.45,59.0,4.7
163,arona,40,IT,1572937391,100,45.76,8.56,53.01,1.12
164,la tuque,100,CA,1572937147,95,47.44,-72.79,37.06,12.39
165,deputatskiy,100,RU,1572937391,96,69.3,139.9,5.27,2.55
166,luanda,75,AO,1572937212,88,-8.83,13.24,77.0,3.36
167,kavaratti,40,IN,1572937391,70,10.57,72.64,86.0,11.41
168,xaltianguis,40,MX,1572937391,94,17.1,-99.71,80.6,2.06
169,grand forks,20,US,1572937203,72,47.91,-97.06,17.6,6.93
170,colac,100,AU,1572937391,65,-38.34,143.59,60.01,5.01
171,salinopolis,0,BR,1572937391,76,-0.61,-47.36,81.34,18.03
172,kudahuvadhoo,35,MV,1572937391,71,2.67,72.89,82.99,7.78
173,kuusamo,90,FI,1572937391,92,65.96,29.19,15.8,4.7
174,aguimes,20,ES,1572937392,64,27.91,-15.45,69.8,16.11
175,batagay-alyta,100,RU,1572937392,92,67.8,130.41,-1.27,7.96
176,whitecourt,100,CA,1572937392,97,54.14,-115.68,28.06,2.66
177,ayan,43,IR,1572937392,27,38.23,44.7,43.29,1.23
178,georgetown,20,GY,1572937392,100,6.8,-58.16,75.2,4.7
179,provideniya,90,RU,1572937392,68,64.42,-173.23,30.2,2.15
180,severo-kurilsk,76,RU,1572937392,92,50.68,156.12,33.28,7.27
181,puerto ayora,33,EC,1572937392,94,-0.74,-90.35,68.0,3.0
182,kenora,46,CA,1572937392,67,49.76,-94.48,17.6,17.22
183,belaya gora,100,RU,1572937392,96,68.54,146.19,4.3,4.79
184,tura,6,RU,1572937392,84,64.27,100.22,-7.07,1.41
185,sistranda,20,NO,1572937392,86,63.73,8.83,28.99,8.05
186,port lincoln,71,AU,1572937392,34,-34.72,135.86,69.19,19.28
187,seydi,0,NE,1572937392,52,13.34,7.75,66.2,4.7
188,gavle,0,SE,1572937392,67,60.67,17.14,34.0,1.99
189,hobyo,99,SO,1572937393,67,5.35,48.53,82.92,12.48
190,husavik,15,CA,1572937393,79,50.56,-96.99,15.01,4.0
191,englehart,90,CA,1572937393,96,47.82,-79.87,35.6,8.05
192,anloga,40,GH,1572937393,94,5.79,0.9,78.8,5.48
193,poum,75,MK,1572937393,81,41.28,20.71,53.6,3.11
194,viedma,0,AR,1572937393,51,-40.81,-62.99,50.43,7.78
195,cabo san lucas,40,MX,1572937218,73,22.89,-109.91,77.0,5.82
196,puerto del rosario,20,ES,1572937393,77,28.5,-13.86,68.0,6.93
197,taksimo,3,RU,1572937393,74,56.36,114.84,8.26,2.66
198,stourbridge,75,GB,1572937393,93,52.46,-2.15,48.99,10.29
199,amboise,46,FR,1572937394,93,47.41,0.98,48.2,5.82
200,pasighat,81,IN,1572937394,60,28.06,95.33,76.46,3.22
201,ugoofaaru,100,MV,1572937394,74,5.67,73.0,81.05,6.04
202,loukhi,0,RU,1572937394,92,66.08,33.04,17.35,8.03
203,camacari,40,BR,1572937394,83,-12.7,-38.32,78.8,10.29
204,kasungu,0,MW,1572937394,49,-13.04,33.48,79.21,10.85
205,leshukonskoye,1,RU,1572937394,90,64.9,45.76,22.32,8.3
206,nador,20,MA,1572937394,82,35.17,-2.93,60.8,2.24
207,quelimane,75,MZ,1572937394,58,-17.88,36.89,84.2,9.17
208,kaitangata,100,NZ,1572937394,93,-46.28,169.85,53.01,8.01
209,saint anthony,1,US,1572937394,52,43.97,-111.68,41.0,8.05
210,merauke,0,ID,1572937394,56,-8.49,140.4,85.96,15.35
211,greenville,90,US,1572937321,66,34.85,-82.4,53.6,2.01
212,saldanha,70,PT,1572937394,86,41.42,-6.55,46.17,12.06
213,inuvik,20,CA,1572937394,85,68.36,-133.71,10.4,8.48
214,esperance,40,AU,1572937394,56,-33.86,121.89,69.8,17.22
215,mandiana,71,GN,1572937395,84,10.62,-8.7,72.48,2.71
216,harper,1,US,1572937395,87,30.3,-99.24,64.99,7.61
217,cayenne,20,GF,1572937395,100,4.94,-52.33,73.4,5.48
218,shimoda,40,JP,1572937395,48,34.7,138.93,64.4,8.05
219,concepcion,100,CO,1572937395,89,9.56,-73.66,73.54,1.9
220,saint stephen,90,US,1572937395,49,45.7,-94.27,26.6,5.82
221,calama,0,CL,1572937395,53,-22.46,-68.93,50.0,17.22
222,prince rupert,90,CA,1572937395,100,54.32,-130.32,48.2,3.36
223,novodugino,100,RU,1572937395,95,55.63,34.3,50.77,15.88
224,tiarei,75,PF,1572937395,78,-17.53,-149.33,78.8,4.7
225,paramonga,81,PE,1572937395,93,-10.68,-77.82,61.02,10.13
226,sukumo,0,JP,1572937395,65,32.94,132.72,62.02,7.16
227,padang,100,ID,1572937395,72,-0.92,100.36,78.6,5.7
228,walvis bay,75,NA,1572937395,93,-22.95,14.51,55.4,3.36
229,jambi,99,ID,1572937236,46,-1.6,103.62,95.11,2.8
230,port hardy,5,CA,1572937396,87,50.7,-127.42,46.4,8.05
231,ordu,98,TR,1572937396,51,40.98,37.88,62.6,1.12
232,shache,98,CN,1572937396,21,38.42,77.24,59.07,5.99
233,mazyr,100,BY,1572937396,83,52.05,29.27,53.71,20.18
234,eberswalde,75,DE,1572937396,93,52.84,13.8,48.99,5.82
235,maldonado,40,UY,1572937396,100,-34.91,-54.96,59.0,3.36
236,alice springs,0,AU,1572937324,9,-23.7,133.88,84.2,10.29
237,touros,20,BR,1572937396,88,-5.2,-35.46,73.4,4.7
238,guerrero,85,AR,1572937396,77,-24.19,-65.45,66.2,9.17
239,ayabaca,56,PE,1572937396,91,-4.64,-79.72,57.2,1.61
240,wasilla,1,US,1572937396,100,61.58,-149.44,35.6,6.06
241,yeppoon,17,AU,1572937396,14,-23.13,150.74,95.0,12.75
242,bosaso,40,SO,1572937142,79,11.28,49.18,84.2,16.78
243,lata,0,IN,1572937397,31,30.78,78.62,39.76,9.19
244,ewa beach,1,US,1572937397,83,21.32,-158.01,78.8,1.45
245,henties bay,0,NA,1572937397,35,-22.12,14.28,70.56,4.74
246,pevek,100,RU,1572937397,80,69.7,170.27,11.68,2.66
247,salalah,20,OM,1572937397,62,17.01,54.1,86.0,5.82
248,sorong,100,ID,1572937397,60,-0.86,131.25,85.77,7.94
249,gazanjyk,0,TM,1572937397,39,39.24,55.52,44.06,14.07
250,khandyga,100,RU,1572937397,94,62.65,135.58,10.85,3.94
251,saint-francois,59,FR,1572937397,81,46.42,3.91,48.2,4.7
252,ravar,5,IR,1572937397,32,31.27,56.81,62.96,14.32
253,lengshuitan,0,CN,1572937397,38,26.41,111.6,72.61,7.58
254,asyut,100,EG,1572937397,45,27.18,31.19,66.2,5.82
255,vadamadurai,87,IN,1572937397,61,10.47,78.08,84.11,1.95
256,beyneu,0,KZ,1572937397,47,45.32,55.19,37.35,11.92
257,diapaga,0,BF,1572937398,25,12.07,1.79,74.61,3.11
258,cherskiy,99,RU,1572937398,83,68.75,161.3,12.85,3.4
259,athabasca,100,CA,1572937196,81,54.72,-113.29,26.29,1.59
260,komsomolskiy,100,RU,1572937398,95,67.55,63.78,22.87,18.23
261,porto belo,75,BR,1572937398,94,-27.15,-48.54,75.2,13.87
262,kiunga,91,PG,1572937398,88,-6.12,141.3,79.2,1.86
263,djougou,10,BJ,1572937398,72,9.71,1.67,68.0,2.24
264,kremenki,88,RU,1572937398,80,54.51,48.87,39.2,11.18
265,bonthe,51,SL,1572937398,85,7.53,-12.5,78.08,2.06
266,qaqortoq,100,GL,1572937398,95,60.72,-46.03,35.56,34.85
267,chase,1,US,1572937398,86,38.35,-98.35,39.99,5.82
268,ostrovnoy,49,RU,1572937398,87,68.05,39.51,17.6,19.51
269,montevideo,1,US,1572937398,62,44.94,-95.72,28.4,4.7
270,broome,75,GB,1572937398,100,52.47,1.45,46.0,1.12
271,kirakira,63,SB,1572937399,79,-10.46,161.92,80.82,3.36
272,sao jose da coroa grande,82,BR,1572937399,74,-8.9,-35.15,78.44,16.37
273,sosnytsya,100,UA,1572937399,91,51.52,32.5,57.96,17.36
274,margate,75,AU,1572937399,33,-43.03,147.26,60.01,12.75
275,saint-joseph,69,FR,1572937399,87,43.56,6.97,55.99,1.12
276,buta,100,CD,1572937399,89,2.79,24.73,72.23,1.59
277,luena,95,AO,1572937399,79,-11.78,19.91,68.43,4.5
278,yining,0,CN,1572937399,39,29.04,114.56,70.52,7.81
279,madaoua,34,NE,1572937399,17,14.07,5.96,78.78,7.47
280,suozhen,0,CN,1572937399,38,36.95,118.1,65.03,8.28
281,falakata,0,IN,1572937400,49,26.52,89.2,84.2,3.53
282,lumeje,75,AO,1572937400,71,-11.56,20.78,72.01,3.58
